(?b <http://schema.org/containedInPlace> yago:_Q3564604) ^ (?c <http://schema.org/containsPlace> yago:Vsetín_District) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4855.0__13697.0)_ef10_10/10>) | support: 58, headCoverage: 0.006056808688387635, confidence: 3.2222222222222223, lift: 31.485714285714288, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 18
(?d <http://schema.org/givenName> yago:Naděžda_Q34020420) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 55, headCoverage: 0.005743525480367585, confidence: 0.21825396825396826, lift: 2.1953781512605044, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 252
(?d <http://schema.org/deathPlace> yago:Frankfurt) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 69, headCoverage: 0.0072055137844611525, confidence: 0.22549019607843138, lift: 2.1877346683354193, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 306
(?d <http://schema.org/award> yago:_Q11722809) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 55, headCoverage: 0.005743525480367585, confidence: 0.21825396825396826, lift: 2.179353493222106, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 252
(?d <http://schema.org/hasOccupation> yago:Merchant) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 64, headCoverage: 0.006683375104427736, confidence: 0.2222222222222222, lift: 2.1714285714285713, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 288
(?c schema:elevation <http://www.wikidata.org/value/5cd9c824b1678513f70a98a829873ce3>) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 62, headCoverage: 0.006474519632414369, confidence: 0.2152777777777778, lift: 2.1654411764705883, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 288
(?d <http://schema.org/sameAs> "https://cs.wikipedia.org/wiki/Silnice_I/2") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 62, headCoverage: 0.006474519632414369, confidence: 0.2152777777777778, lift: 2.1654411764705883, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 288
(?d <http://schema.org/hasOccupation> yago:Chess_composer) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 62, headCoverage: 0.006474519632414369, confidence: 0.2152777777777778, lift: 2.1654411764705883, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 288
(?c schema:elevation <http://www.wikidata.org/value/5c414c8e5d8782bf8be1bcd2c02be8bd>) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 58, headCoverage: 0.006056808688387635, confidence: 0.21481481481481482, lift: 2.1607843137254905, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 270
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Leo_(given_name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 71, headCoverage: 0.007414369256474519, confidence: 0.2191358024691358, lift: 2.1260835303388497, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 324
(?d <http://schema.org/sameAs> "https://de.wikipedia.org/wiki/Kammweg_(1904)") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 54, headCoverage: 0.005639097744360902, confidence: 0.21428571428571427, lift: 2.124223602484472, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 252
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Leo_(given_name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 69, headCoverage: 0.0072055137844611525, confidence: 0.21296296296296297, lift: 2.080952380952381, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 324
(?d <http://schema.org/deathPlace> yago:Tábor) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1136.5__1467.0)_ef10_2/10>) | support: 67, headCoverage: 0.006996658312447786, confidence: 0.20679012345679013, lift: 2.0800653594771243, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 324
(?d <http://schema.org/familyName> yago:Böhm_Q21492775) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 69, headCoverage: 0.0072055137844611525, confidence: 0.21296296296296297, lift: 2.066193853427896, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 324
(?d <http://schema.org/deathPlace> yago:Písek) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1467.0__1783.0)_ef10_3/10>) | support: 59, headCoverage: 0.006161236424394319, confidence: 0.2048611111111111, lift: 2.0606617647058822, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 288
(?d <http://schema.org/hasOccupation> yago:Politician) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 114, headCoverage: 0.011904761904761904, confidence: 0.20430107526881722, lift: 2.0550284629981026, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 558
(?c schema:elevation <http://www.wikidata.org/value/5c414c8e5d8782bf8be1bcd2c02be8bd>) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 55, headCoverage: 0.005743525480367585, confidence: 0.2037037037037037, lift: 2.049019607843137, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 270
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Rostislav_(given_name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 81, headCoverage: 0.008458646616541353, confidence: 0.20454545454545456, lift: 2.042468480424685, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 396
(?d <http://schema.org/hasOccupation> yago:alpine_skier_Q4144610) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 74, headCoverage: 0.007727652464494569, confidence: 0.20555555555555555, lift: 2.03768115942029, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 360
(?d <http://schema.org/award> <http://yago-knowledge.org/resource/Medal_of_Merit_(Czech_Republic)>) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 77, headCoverage: 0.00804093567251462, confidence: 0.2037037037037037, lift: 2.0340632603406323, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 378
(?d <http://schema.org/memberOf> yago:FK_Fotbal_Třinec) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 64, headCoverage: 0.006683375104427736, confidence: 0.20915032679738563, lift: 2.029203170629954, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 306
(?d <http://schema.org/givenName> yago:Wolfgang) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 94, headCoverage: 0.009816207184628237, confidence: 0.2088888888888889, lift: 2.026666666666667, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 450
(?d <http://schema.org/sameAs> "https://de.wikipedia.org/wiki/D%C3%A1lnice_10") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 58, headCoverage: 0.006056808688387635, confidence: 0.2013888888888889, lift: 2.025735294117647, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 288
(?d <http://schema.org/memberOf> <http://yago-knowledge.org/resource/All-German_Bloc%2FLeague_of_Expellees_and_Deprived_of_Rights>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 82, headCoverage: 0.008563074352548036, confidence: 0.20707070707070707, lift: 2.0233766233766235, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 396
(?d <http://schema.org/givenName> yago:Pavla) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 66, headCoverage: 0.006892230576441102, confidence: 0.2037037037037037, lift: 2.0193236714975846, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 324
(?d <http://schema.org/hasOccupation> yago:Opera_singer) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 79, headCoverage: 0.008249791144527986, confidence: 0.1994949494949495, lift: 2.0066844919786098, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 396
(?d <http://schema.org/hasOccupation> yago:film_score_composer_Q1415090) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 69, headCoverage: 0.0072055137844611525, confidence: 0.20175438596491227, lift: 2.0, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 342
(?d <http://schema.org/hasOccupation> yago:violist_Q899758) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 64, headCoverage: 0.006683375104427736, confidence: 0.19753086419753085, lift: 1.9869281045751634, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 324
(?d <http://schema.org/hasOccupation> yago:film_score_composer_Q1415090) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 68, headCoverage: 0.007101086048454469, confidence: 0.19883040935672514, lift: 1.9854014598540144, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 342
(?d <http://schema.org/givenName> yago:Wolfgang) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 91, headCoverage: 0.009502923976608187, confidence: 0.20222222222222222, lift: 1.976, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 450
(?d <http://schema.org/sport> yago:Floorball) ^ (?d <http://schema.org/location> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 62, headCoverage: 0.006474519632414369, confidence: 0.20261437908496732, lift: 1.965790571547768, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 306
(?d <http://schema.org/hasOccupation> yago:graphic_artist_Q1925963) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 56, headCoverage: 0.005847953216374269, confidence: 0.19444444444444445, lift: 1.9416058394160585, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 288
(?d <http://schema.org/geo> <geo:49.54207161517495,14.174652510181376>) ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1467.0__1783.0)_ef10_3/10>) | support: 66, headCoverage: 0.006892230576441102, confidence: 0.19298245614035087, lift: 1.9411764705882353, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 342
(?d <http://schema.org/geo> <geo:49.54207161517495,14.174652510181376>) ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1136.5__1467.0)_ef10_2/10>) | support: 66, headCoverage: 0.006892230576441102, confidence: 0.19298245614035087, lift: 1.9411764705882353, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 342
(?d <http://schema.org/deathDate> "1955-02-10") ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 59, headCoverage: 0.006161236424394319, confidence: 0.19281045751633988, lift: 1.9394463667820072, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 306
(?d <http://schema.org/sameAs> "https://de.wikipedia.org/wiki/Silnice_I/27") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 90, headCoverage: 0.009398496240601503, confidence: 0.19230769230769232, lift: 1.9343891402714934, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 468
(?d <http://schema.org/hasOccupation> yago:academic_Q3400985) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 61, headCoverage: 0.0063700918964076855, confidence: 0.19934640522875818, lift: 1.934084272006675, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 306
(?d <http://schema.org/nationality> yago:France) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 56, headCoverage: 0.005847953216374269, confidence: 0.19444444444444445, lift: 1.927536231884058, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 288
(?d <http://schema.org/givenName> yago:Jaroslava) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 66, headCoverage: 0.006892230576441102, confidence: 0.19298245614035087, lift: 1.9270072992700729, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 342
(?d <http://schema.org/location> yago:Březolupy) ^ (?d <http://schema.org/location> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<3395.5__4019.0)_ef10_8/10>) | support: 59, headCoverage: 0.006161236424394319, confidence: 0.19281045751633988, lift: 1.9252898239587806, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 306
(?d <http://schema.org/memberOf> yago:Party_of_Civic_Rights) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 75, headCoverage: 0.007832080200501253, confidence: 0.1984126984126984, lift: 1.9250253292806483, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 378
(?d <http://schema.org/deathPlace> yago:Frankfurt) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 60, headCoverage: 0.006265664160401002, confidence: 0.19607843137254902, lift: 1.915966386554622, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 306
(?d <http://schema.org/nationality> yago:United_Kingdom) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 60, headCoverage: 0.006265664160401002, confidence: 0.19607843137254902, lift: 1.915966386554622, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 306
(?d <http://schema.org/award> <http://yago-knowledge.org/resource/Knight's_Cross_of_the_Iron_Cross>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 67, headCoverage: 0.006996658312447786, confidence: 0.195906432748538, lift: 1.9142857142857144, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 342
(?d <http://schema.org/memberOf> <http://yago-knowledge.org/resource/German_Social_Democratic_Workers'_Party_in_the_Czechoslovak_Republic>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 71, headCoverage: 0.007414369256474519, confidence: 0.19722222222222222, lift: 1.9134751773049645, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 360
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Walter_(name)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 124, headCoverage: 0.012949039264828738, confidence: 0.19682539682539682, lift: 1.9096251266464033, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 630
(?d <http://schema.org/givenName> yago:Oskar_Q18145769) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4019.0__4855.0)_ef10_9/10>) | support: 90, headCoverage: 0.009398496240601503, confidence: 0.19230769230769232, lift: 1.9063545150501675, headConfidence: 0.10087719298245613, headSize: 9576, bodySize: 468
(?d <http://schema.org/hasOccupation> yago:film_score_composer_Q1415090) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 67, headCoverage: 0.006996658312447786, confidence: 0.195906432748538, lift: 1.9007092198581559, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 342
(?d <http://schema.org/hasOccupation> <http://yago-knowledge.org/resource/Canon_(priest)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 68, headCoverage: 0.007101086048454469, confidence: 0.18888888888888888, lift: 1.9000000000000001, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 360
(?d <http://schema.org/memberOf> yago:Christian_Social_Union_in_Bavaria) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<8.76__10.05)_ef10_9/10>) | support: 63, headCoverage: 0.006578947368421052, confidence: 0.19444444444444445, lift: 1.9000000000000001, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 324
(?d <http://schema.org/deathDate> "1942") ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<10.05__16.49)_ef10_10/10>) | support: 56, headCoverage: 0.005847953216374269, confidence: 0.19444444444444445, lift: 1.8865248226950355, headConfidence: 0.10307017543859649, headSize: 9576, bodySize: 288
(?d <http://schema.org/deathPlace> yago:Rome) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2923.0__3395.5)_ef10_7/10>) | support: 61, headCoverage: 0.0063700918964076855, confidence: 0.1882716049382716, lift: 1.8799675587996756, headConfidence: 0.10014619883040936, headSize: 9576, bodySize: 324
(?d <http://schema.org/hasOccupation> yago:Opera_singer) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 74, headCoverage: 0.007727652464494569, confidence: 0.18686868686868688, lift: 1.879679144385027, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 396
(?d <http://schema.org/hasOccupation> yago:Astronomer) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<1.13__3.55)_ef10_1/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.18627450980392157, lift: 1.873702422145329, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 306
(?d <http://schema.org/foundingDate> "1996-07-26") ^ (?d <http://schema.org/parentOrganization> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1467.0__1783.0)_ef10_3/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.18627450980392157, lift: 1.873702422145329, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 306
(?d <http://schema.org/memberOf> <http://yago-knowledge.org/resource/Czechoslovak_Traders'_Party>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1783.0__2115.0)_ef10_4/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.18627450980392157, lift: 1.873702422145329, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 306
